epoch,accuracy,loss,val_accuracy,val_loss
0,0.5297772288322449,0.7019953727722168,0.5731707215309143,0.6788469552993774
1,0.7235639095306396,0.5380373001098633,0.7682926654815674,0.49281400442123413
2,0.8574442863464355,0.3287156820297241,0.7673546075820923,0.5563145279884338
3,0.9124267101287842,0.21819451451301575,0.7551594972610474,0.6363145112991333
