epoch,accuracy,loss,val_accuracy,val_loss
0,0.7636399865150452,0.45517557859420776,0.8403199911117554,0.37585410475730896
1,0.8876399993896484,0.27293193340301514,0.8623600006103516,0.319436639547348
2,0.9138799905776978,0.21681705117225647,0.8549200296401978,0.357694536447525
3,0.9299600124359131,0.18183700740337372,0.8339599967002869,0.42097362875938416
